date,realized
2015-03-05,551.9287709497205
2015-03-06,554.6491620111731
2015-03-07,557.3820111731843
2015-03-08,560.2126256983241
2015-03-09,563.0566480446928
2015-03-10,565.8398324022346
2015-03-11,568.6708938547487
2015-03-12,571.4501675977654
2015-03-13,574.2070111731844
2015-03-14,576.9112122905028
2015-03-15,579.6143184357542
2015-03-16,582.2048212290503
2015-03-17,584.7499217877095
2015-03-18,587.1808156424581
2015-03-19,589.6377374301676
2015-03-20,592.1148212290503
2015-03-21,594.6327541899442
2015-03-22,597.1495810055867
2015-03-23,599.5370670391062
2015-03-24,601.615340782123
2015-03-25,603.6809944134078
2015-03-26,605.5686927374302
2015-03-27,607.4364525139665
2015-03-28,609.3943089385474
2015-03-29,611.1146720670391
2015-03-30,612.8997122905029
2015-03-31,614.6902106145251
2015-04-01,616.5846569832403
2015-04-02,618.4271307262569
2015-04-03,620.2601586592178
2015-04-04,622.0489508379889
2015-04-05,623.7520139664805
2015-04-06,625.0110122905028
2015-04-07,626.5728910614524
2015-04-08,628.119092178771
2015-04-09,629.6349553072627
2015-04-10,631.3750882681566
2015-04-11,633.4353301675978
2015-04-12,635.4389754189945
2015-04-13,637.2400368715084
2015-04-14,638.8982558659218
2015-04-15,640.6194932960894
2015-04-16,642.2426089385475
2015-04-17,643.8843592178771
2015-04-18,645.629461452514
2015-04-19,647.3532882681565
2015-04-20,649.0540888268156
2015-04-21,650.5080368715084
2015-04-22,651.9013888268156
2015-04-23,653.2070960893855
2015-04-24,654.5089955307262
2015-04-25,655.8386603351955
2015-04-26,657.1688659217878
2015-04-27,658.5244039106144
2015-04-28,659.7377748603351
2015-04-29,660.8741061452514
2015-04-30,661.8411072625698
2015-05-01,662.5866162011173
2015-05-02,663.1159089385475
2015-05-03,663.5700988826816
2015-05-04,664.2648659217876
2015-05-05,664.8623145251397
2015-05-06,665.404353631285
2015-05-07,665.5837575418994
2015-05-08,665.753310614525
2015-05-09,665.8267463687151
2015-05-10,665.8649402234637
2015-05-11,665.6185156424581
2015-05-12,664.860387150838
2015-05-13,663.9187854748603
2015-05-14,663.2421
2015-05-15,661.95053575419
2015-05-16,660.5665508379889
2015-05-17,658.7199681564246
2015-05-18,657.3690089385475
2015-05-19,655.8684782122904
2015-05-20,654.1376307262569
2015-05-21,652.2116346368714
2015-05-22,649.9800240223465
2015-05-23,647.0059737430167
2015-05-24,643.9004055865922
2015-05-25,641.2851541899441
2015-05-26,639.3137391061452
2015-05-27,636.754297765363
2015-05-28,634.0653687150838
2015-05-29,632.2071005586592
2015-05-30,630.2389905027933
2015-05-31,629.2848189944134
2015-06-01,628.809902793296
2015-06-02,627.4173888268157
2015-06-03,625.8750888268156
2015-06-04,624.5500513966481
2015-06-05,623.2413083798882
2015-06-06,621.8546418994413
2015-06-07,620.5308804469274
2015-06-08,618.9250424581005
2015-06-09,617.8386363128492
2015-06-10,617.1590458100558
2015-06-11,617.2934033519552
2015-06-12,616.8167553072626
2015-06-13,616.3302094972067
2015-06-14,616.3752932960894
2015-06-15,616.0575184357541
2015-06-16,615.7463731843576
2015-06-17,615.3626675977653
2015-06-18,614.9509173184357
2015-06-19,614.1216340782122
2015-06-20,613.273282122905
2015-06-21,612.2825653631286
2015-06-22,611.4619882681565
2015-06-23,610.5553776536314
2015-06-24,609.6599122905028
2015-06-25,608.7143720670391
2015-06-26,607.9614391061453
2015-06-27,606.947277094972
2015-06-28,605.8241905027933
2015-06-29,604.2648262569832
2015-06-30,602.5371659217877
2015-07-01,601.4258882681564
2015-07-02,600.2676899441341
2015-07-03,598.9615726256983
2015-07-04,597.6026201117319
2015-07-05,596.0073128491621
2015-07-06,594.5976899441341
2015-07-07,593.4238072625699
2015-07-08,592.2818463417206
2015-07-09,590.9802950725549
2015-07-10,589.7525019245463
2015-07-11,588.6689963379541
2015-07-12,587.4072505278983
2015-07-13,586.2045968966133
2015-07-14,584.8519086284568
2015-07-15,583.4921672876748
2015-07-16,582.126154997172
2015-07-17,580.8576566731496
2015-07-18,579.8000382373955
2015-07-19,578.7584320921441
2015-07-20,577.3411069524792
2015-07-21,575.7111421480099
2015-07-22,574.6875387960547
2015-07-23,573.4223365614179
2015-07-24,572.126854997172
2015-07-25,570.807211421753
2015-07-26,569.2891739915854
2015-07-27,567.8744930180836
2015-07-28,566.6481551823036
2015-07-29,565.2843043396284
2015-07-30,563.9136517925709
2015-07-31,562.6918008758747
2015-08-01,561.9158155505395
2015-08-02,561.2550054946736
2015-08-03,560.780889064611
2015-08-04,560.2292537027366
2015-08-05,559.6166718925891
2015-08-06,559.2437136945678
2015-08-07,558.8051455381433
2015-08-08,558.4913597740137
2015-08-09,557.9302843550194
2015-08-10,557.3149703885388
2015-08-11,556.4610290381636
2015-08-12,555.8802262448676
2015-08-13,555.1751497085547
2015-08-14,554.4265256862083
2015-08-15,553.8757156303423
2015-08-16,553.5579854627446
2015-08-17,552.9581809934708
2015-08-18,552.6421826694485
2015-08-19,552.6827346247559
2015-08-20,552.3523647923536
2015-08-21,551.8725117197278
2015-08-22,551.5565273621859
2015-08-23,551.2790765241972
2015-08-24,550.9749703789456
2015-08-25,550.5409273621859
2015-08-26,549.5718212169345
2015-08-27,548.5762139543647
2015-08-28,547.577722334253
2015-08-29,546.7792519431915
2015-08-30,546.021465909672
2015-08-31,545.2023457979401
2015-09-01,544.4150413286665
2015-09-02,543.6224647923535
2015-09-03,542.7427580884429
2015-09-04,541.8047413286664
2015-09-05,540.9225279208451
2015-09-06,540.0233312728004
2015-09-07,539.1676189822977
2015-09-08,538.329532390119
2015-09-09,537.5662882560407
2015-09-10,536.8073999878842
2015-09-11,536.1423793174931
2015-09-12,535.4736055744764
2015-09-13,534.8780960772698
2015-09-14,534.0724312728005
2015-09-15,533.0771491498954
2015-09-16,532.1048167476608
2015-09-17,531.0555318314597
2015-09-18,530.1095614403984
2015-09-19,529.7190044571581
2015-09-20,529.2643564124653
2015-09-21,528.9182083677725
2015-09-22,528.6136329487781
2015-09-23,528.1627457979401
2015-09-24,527.8190240102306
2015-09-25,527.40565306051
2015-09-26,527.0619217755938
2015-09-27,526.5930340660965
2015-09-28,526.0966011052028
2015-09-29,525.5289921666553
2015-09-30,524.844173730901
2015-10-01,524.201222334253
2015-10-02,524.0218329487782
2015-10-03,523.5283552951469
2015-10-04,523.1525457979402
2015-10-05,522.8365988705658
2015-10-06,522.277499429225
2015-10-07,521.3802463565994
2015-10-08,520.5143525018508
2015-10-09,519.9145692616273
2015-10-10,519.4679636750352
2015-10-11,518.8570055744765
2015-10-12,518.1981988705659
2015-10-13,517.570373172242
2015-10-14,517.0355295968229
2015-10-15,516.473630155482
2015-10-16,515.8339469152585
2015-10-17,515.407170937605
2015-10-18,514.991765909672
2015-10-19,514.5352206582753
2015-10-20,514.0737541778284
2015-10-21,513.536103306635
2015-10-22,513.0064496753503
2015-10-23,512.4097943680877
2015-10-24,511.89633291557374
2015-10-25,511.33272509434465
2015-10-26,510.8283915747916
2015-10-27,510.3116981435389
2015-10-28,509.7374685346004
2015-10-29,509.09325065750545
2015-10-30,508.4599081994049
2015-10-31,507.7923942329245
2015-11-01,507.15042942845525
2015-11-02,506.65621155136023
2015-11-03,506.10895847873445
2015-11-04,505.5886975848797
2015-11-05,505.1371748424305
2015-11-06,504.6875379709221
2015-11-07,504.2461133899166
2015-11-08,504.0937390882407
2015-11-09,503.92890668600603
2015-11-10,503.6572586413132
2015-11-11,503.0645770770674
2015-11-12,502.49950221673225
2015-11-13,501.73018210500044
2015-11-14,500.8943904848887
2015-11-15,500.07696031729085
2015-11-16,498.8814973818392
2015-11-17,497.59527718872414
2015-11-18,496.37781908816555
2015-11-19,495.2338436691711
2015-11-20,494.1862554010147
2015-11-21,492.8125196468246
2015-11-22,491.3894246747577
2015-11-23,489.87147104347275
2015-11-24,488.3102475797856
2015-11-25,486.67670959095875
2015-11-26,485.19787551274646
2015-11-27,483.64138947922686
2015-11-28,482.14835484235545
2015-11-29,480.59748724459
2015-11-30,479.0239112669364
2015-12-01,477.5293526077186
2015-12-02,475.9908850099532
2015-12-03,474.563015177551
2015-12-04,473.41361852950627
2015-12-05,472.05185707699223
2015-12-06,470.8059161375303
2015-12-07,469.48468150065884
2015-12-08,468.1382122269158
2015-12-09,466.687517813508
2015-12-10,465.268204964346
2015-12-11,463.87840999227893
2015-12-12,462.41739881909456
2015-12-13,460.89545077440187
2015-12-14,459.30175412635725
2015-12-15,457.8011490984243
2015-12-16,456.3841602716086
2015-12-17,455.0323686514969
2015-12-18,453.63739267384324
2015-12-19,452.16104239451363
2015-12-20,450.6377032883684
2015-12-21,449.0716569196533
2015-12-22,447.33960089099975
2015-12-23,445.4995617848545
2015-12-24,443.64695563960305
2015-12-25,441.8165042429551
2015-12-26,440.04527630999416
2015-12-27,438.31230256697745
2015-12-28,436.54129418708914
2015-12-29,434.8371098295473
2015-12-30,432.9741182094355
2015-12-31,430.9672802206087
2016-01-01,429.05718245524565
2016-01-02,427.1272316172567
2016-01-03,425.2402679571005
2016-01-04,423.32401196369636
2016-01-05,421.4880833239954
2016-01-06,419.56395203907914
2016-01-07,417.62560846366017
2016-01-08,415.6449306295873
2016-01-09,413.3791049312632
2016-01-10,410.8426334228833
2016-01-11,408.552365825118
2016-01-12,406.2389982273526
2016-01-13,403.89533956813466
2016-01-14,401.6106842608721
2016-01-15,399.4583725290285
2016-01-16,397.28193342288324
2016-01-17,395.21640325528546
2016-01-18,393.2145233670174
2016-01-19,391.2459155457883
2016-01-20,389.3821289536096
2016-01-21,387.66731107651464
2016-01-22,385.92488702208334
2016-01-23,384.05544608691366
2016-01-24,382.90839410335064
2016-01-25,380.9250219019675
2016-01-26,378.9152843406675
2016-01-27,376.8681195835609
2016-01-28,374.86219093187555
2016-01-29,372.91171981379233
2016-01-30,370.8617458237669
2016-01-31,368.82354607105026
2016-02-01,366.73597931512785
2016-02-02,364.76452369715037
2016-02-03,362.85330320152775
2016-02-04,361.05127286444906
2016-02-05,359.45792117905586
2016-02-06,357.93188073926467
2016-02-07,356.23552849207374
2016-02-08,354.7032748897564
2016-02-09,353.44367432795866
2016-02-10,352.17880691222825
2016-02-11,350.599087249307
2016-02-12,349.02782264256535
2016-02-13,347.4920389347002
2016-02-14,346.0204378111047
2016-02-15,344.5158591594193
2016-02-16,343.0759479234642
2016-02-17,341.5787967998687
2016-02-18,340.03445241784624
2016-02-19,338.5244350021159
2016-02-20,337.01114904705975
2016-02-21,335.52714904705977
2016-02-22,334.1571763266797
2016-02-23,332.9104296974661
2016-02-24,331.66832464128635
2016-02-25,330.44911789971337
2016-02-26,329.21548868623023
2016-02-27,328.0940375626347
2016-02-28,326.9179729558931
2016-02-29,325.7619223940954
2016-03-01,324.6451600345448
2016-03-02,323.5430860948486
2016-03-03,322.40524452181495
2016-03-04,321.3542231735003
2016-03-05,320.3239883420396
2016-03-06,319.3125259824891
2016-03-07,318.29637598248905
2016-03-08,317.2570793532756
2016-03-09,316.239642274624
2016-03-10,315.2881855330509
2016-03-11,314.53835688136553
2016-03-12,313.9264838476576
2016-03-13,313.06751587012957
2016-03-14,312.3000085667587
2016-03-15,311.52807710608465
2016-03-16,310.54908047687115
2016-03-17,309.68884508361276
2016-03-18,308.89137148810704
2016-03-19,308.00534845439927
2016-03-20,307.15289901619695
2016-03-21,306.4313860948486
2016-03-22,305.723851263388
2016-03-23,304.96372991507343
2016-03-24,304.1829360948487
2016-03-25,303.47900631956776
2016-03-26,302.84461980271385
2016-03-27,302.3889692409161
2016-03-28,301.9801546341745
2016-03-29,301.55820351057895
2016-03-30,301.11774002743294
2016-03-31,300.5914574431633
2016-04-01,300.01296474653407
2016-04-02,299.4267484543993
2016-04-03,298.77930969035424
2016-04-04,298.04354089740195
2016-04-05,297.1867234816716
2016-04-06,296.2775173018963
2016-04-07,295.3985768524581
2016-04-08,294.52529089740193
2016-04-09,293.6135324704357
2016-04-10,292.68038527942446
2016-04-11,291.7874330322335
2016-04-12,290.90342819113926
2016-04-13,290.00758493271223
2016-04-14,289.12690347203807
2016-04-15,288.3859405506898
2016-04-16,287.7138574046224
2016-04-17,287.07762260655267
2016-04-18,286.43146923576614
2016-04-19,285.77245968520435
2016-04-20,285.06680238183355
2016-04-21,284.42275182003584
2016-04-22,283.77614339306956
2016-04-23,283.15285307955395
2016-04-24,282.602412068318
2016-04-25,282.10935476494717
2016-04-26,281.59668791101456
2016-04-27,281.0750474615764
2016-04-28,280.526107573936
2016-04-29,279.9146036413517
2016-04-30,279.32342274247526
2016-05-01,278.68093341663257
2016-05-02,277.9698147138146
2016-05-03,277.29505066887083
2016-05-04,276.59495010707303
2016-05-05,275.58920010707305
2016-05-06,274.6180894329158
2016-05-07,273.75445965763487
2016-05-08,272.9575641520168
2016-05-09,272.1097029160618
2016-05-10,271.27875235426404
2016-05-11,270.49847033179213
2016-05-12,269.7080006688708
2016-05-13,269.0174774410384
2016-05-14,268.35768145546314
2016-05-15,267.6975578599575
2016-05-16,266.9595735902946
2016-05-17,266.19099774759803
2016-05-18,265.42574490545377
2016-05-19,264.72617018635265
2016-05-20,263.9901758043302
2016-05-21,263.2067269279257
2016-05-22,262.43293760208303
2016-05-23,261.6521347930942
2016-05-24,260.8520359166897
2016-05-25,260.02102692792573
2016-05-26,259.20965333242003
2016-05-27,258.3955499616336
2016-05-28,257.5492561414089
2016-05-29,256.716739849274
2016-05-30,255.87250838859987
2016-05-31,255.10457748972345
2016-06-01,254.39873984927405
2016-06-02,253.7056827041262
2016-06-03,253.0415945018789
2016-06-04,252.35633832210368
2016-06-05,251.690710232216
2016-06-06,251.0154366367104
2016-06-07,250.37444281648573
2016-06-08,249.83565686142956
2016-06-09,249.3572304569351
2016-06-10,248.9495692209801
2016-06-11,248.57279562547447
2016-06-12,248.11729225468795
2016-06-13,247.71870236704748
2016-06-14,247.23056023221605
2016-06-15,246.73339955805875
2016-06-16,246.2940843895194
2016-06-17,245.89584281648573
2016-06-18,245.4246721936148
2016-06-19,245.00877163181707
2016-06-20,244.5929620812553
2016-06-21,244.19885477788452
2016-06-22,243.86482107001936
2016-06-23,243.47699017114294
2016-06-24,243.1528995754503
2016-06-25,242.8605418533165
2016-06-26,242.69724859488952
2016-06-27,242.66195506072526
2016-06-28,242.56050000454542
2016-06-29,242.42028202701738
2016-06-30,242.28077427870468
2016-07-01,242.19168720005305
2016-07-02,242.0557919863535
2016-07-03,242.0281516291705
2016-07-04,242.0377516291705
2016-07-05,242.1313956308506
2016-07-06,242.5272087946537
2016-07-07,243.30273499480964
2016-07-08,243.75278892739388
2016-07-09,244.20699903975347
2016-07-10,244.68148099526428
2016-07-11,245.06176695032048
2016-07-12,245.4203500963879
2016-07-13,245.77973324245528
2016-07-14,246.0536718918309
2016-07-15,246.3076218918309
2016-07-16,246.54382912585254
2016-07-17,246.70157968765025
2016-07-18,246.82390890113345
2016-07-19,246.92029382691052
2016-07-20,247.08407224615402
2016-07-21,247.33334427008327
2016-07-22,247.66899710678442
2016-07-23,248.03412503974533
2016-07-24,248.42907587264247
2016-07-25,248.76743844247486
2016-07-26,249.0113309516817
2016-07-27,249.3168588846426
2016-07-28,249.6320454768214
2016-07-29,249.99470620738077
2016-07-30,250.33969000626342
2016-07-31,250.64246074573288
2016-08-01,250.95032275690602
2016-08-02,251.27667255443276
2016-08-03,251.49539561803874
2016-08-04,251.7481491565266
2016-08-05,251.98020525268564
2016-08-06,252.17120748732253
2016-08-07,252.21983318564654
2016-08-08,252.39111597121584
2016-08-09,252.55429027289182
2016-08-10,252.65495749238772
2016-08-11,252.78452173819778
2016-08-12,252.87817872143802
2016-08-13,252.92842732478994
2016-08-14,252.8268312354045
2016-08-15,252.8217189449017
2016-08-16,252.78931950356093
2016-08-17,252.73578542534858
2016-08-18,252.67917872143795
2016-08-19,252.53349843815
2016-08-20,252.3515386616137
2016-08-21,252.19325653870868
2016-08-22,251.99919452753548
2016-08-23,251.78521016999355
2016-08-24,251.4938364269768
2016-08-25,251.2427073766975
2016-08-26,250.99272190183717
2016-08-27,250.74032972306622
2016-08-28,250.47808481393724
2016-08-29,250.20986023293167
2016-08-30,249.87888369661883
2016-08-31,249.56851386421656
2016-09-01,249.25101609885346
2016-09-02,248.9525954284624
2016-09-03,248.70411609885346
2016-09-04,248.46085632231714
2016-09-05,248.20114570779205
2016-09-06,247.92128702423832
2016-09-07,247.64508981753443
2016-09-08,247.50485853261821
2016-09-09,247.33841328122153
2016-09-10,247.165252946026
2016-09-11,246.9919238957467
2016-09-12,246.7961021080372
2016-09-13,246.60798367228298
2016-09-14,246.53036020859582
2016-09-15,246.4431434488193
2016-09-16,246.32522892367962
2016-09-17,246.22877920300925
2016-09-18,246.1048468007746
2016-09-19,246.06021998513216
2016-09-20,245.99561048792546
2016-09-21,245.94677640971318
2016-09-22,245.86889484546734
2016-09-23,245.7959088119478
2016-09-24,245.7043082532886
2016-09-25,245.60779987340035
2016-09-26,245.48502892367964
2016-09-27,245.38355406334446
2016-09-28,245.30401942647293
2016-09-29,245.27265462200364
2016-09-30,245.2565828071741
2016-10-01,245.32316772337524
2016-10-02,245.3610045948836
2016-10-03,245.40101688538644
2016-10-04,245.51419398035844
2016-10-05,245.66682749991153
2016-10-06,245.8038280585708
2016-10-07,245.90196548873837
2016-10-08,246.052736224575
2016-10-09,246.21889209049684
2016-10-10,246.39737450990813
2016-10-11,246.61002758253383
2016-10-12,246.80934545962876
2016-10-13,246.9683052361651
2016-10-14,247.1305169680087
2016-10-15,247.34995886745006
2016-10-16,247.57935495683552
2016-10-17,247.88698903504783
2016-10-18,248.15971082275726
2016-10-19,248.47990244286902
2016-10-20,248.80812143728247
2016-10-21,249.08351305739419
2016-10-22,249.43026780599746
2016-10-23,249.81283931437738
2016-10-24,250.22638847638854
2016-10-25,250.71147227527126
2016-10-26,251.13759964957293
2016-10-27,251.6693421076735
2016-10-28,252.30578233113715
2016-10-29,253.16935719147241
2016-10-30,254.07900356018746
2016-10-31,254.90536221940533
2016-11-01,255.6370683646567
2016-11-02,256.45014713560647
2016-11-03,257.2100504875618
2016-11-04,258.01418456577403
2016-11-05,258.57218568309247
2016-11-06,258.96327450990816
2016-11-07,259.53238233113717
2016-11-08,260.11839518029916
2016-11-09,260.67457618588577
2016-11-10,261.15745886745003
2016-11-11,261.6933946216399
2016-11-12,262.21951640934947
2016-11-13,262.75814214064366
2016-11-14,263.2292387886884
2016-11-15,263.69837845349286
2016-11-16,264.1881097384091
2016-11-17,264.6694756601968
2016-11-18,265.14623487807387
2016-11-19,265.6094058277945
